date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:56:10	58236/58236	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:35:59%20GMT	http://clapat.ro/themes/montoya/images/projects/dude01.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/dude01.jpg	(from http://clapat.ro/themes/montoya/project04.html)
00:02:33	7202488/7202488	---M--	200	added ('OK')	video/mp4	date:Mon,%2022%20Jan%202024%2008:04:00%20GMT	http://clapat.ro/themes/montoya/images/04hero.mp4	D:/Vini/clapat.ro/themes/montoya/images/04hero.mp4	(from http://clapat.ro/themes/montoya/)
00:02:45	70636/70636	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:37:10%20GMT	http://clapat.ro/themes/montoya/images/projects/storm01.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/storm01.jpg	(from http://clapat.ro/themes/montoya/project05.html)
00:02:48	15144/15144	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2011:51:05%20GMT	http://clapat.ro/themes/montoya/images/clients-middle.png	D:/Vini/clapat.ro/themes/montoya/images/clients-middle.png	(from http://clapat.ro/themes/montoya/css/shortcodes.css)
00:02:49	1174/1174	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2011:55:47%20GMT	http://clapat.ro/themes/montoya/images/clients-middle-white.png	D:/Vini/clapat.ro/themes/montoya/images/clients-middle-white.png	(from http://clapat.ro/themes/montoya/css/shortcodes.css)
00:02:49	92403/92403	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:37:14%20GMT	http://clapat.ro/themes/montoya/images/projects/storm02.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/storm02.jpg	(from http://clapat.ro/themes/montoya/project05.html)
00:02:50	1166/1166	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2011:55:36%20GMT	http://clapat.ro/themes/montoya/images/clients-top-white.png	D:/Vini/clapat.ro/themes/montoya/images/clients-top-white.png	(from http://clapat.ro/themes/montoya/css/shortcodes.css)
00:02:51	15137/15137	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2011:51:02%20GMT	http://clapat.ro/themes/montoya/images/clients-top.png	D:/Vini/clapat.ro/themes/montoya/images/clients-top.png	(from http://clapat.ro/themes/montoya/css/shortcodes.css)
00:02:52	1172/1172	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2011:57:12%20GMT	http://clapat.ro/themes/montoya/images/clients-bottom-white.png	D:/Vini/clapat.ro/themes/montoya/images/clients-bottom-white.png	(from http://clapat.ro/themes/montoya/css/shortcodes.css)
00:02:53	15141/15141	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2011:51:08%20GMT	http://clapat.ro/themes/montoya/images/clients-bottom.png	D:/Vini/clapat.ro/themes/montoya/images/clients-bottom.png	(from http://clapat.ro/themes/montoya/css/shortcodes.css)
00:02:57	144555/144555	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:35:31%20GMT	http://clapat.ro/themes/montoya/images/projects/storm03.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/storm03.jpg	(from http://clapat.ro/themes/montoya/project05.html)
00:03:30	235937/235937	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:35:36%20GMT	http://clapat.ro/themes/montoya/images/projects/chair01.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/chair01.jpg	(from http://clapat.ro/themes/montoya/project06.html)
00:03:37	244897/244897	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:35:50%20GMT	http://clapat.ro/themes/montoya/images/projects/chair03.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/chair03.jpg	(from http://clapat.ro/themes/montoya/project06.html)
00:03:51	363685/363685	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:35:41%20GMT	http://clapat.ro/themes/montoya/images/projects/chair02.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/chair02.jpg	(from http://clapat.ro/themes/montoya/project06.html)
00:03:57	119146/119146	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:36:13%20GMT	http://clapat.ro/themes/montoya/images/projects/fold01.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/fold01.jpg	(from http://clapat.ro/themes/montoya/project07.html)
00:04:06	220173/220173	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:35:55%20GMT	http://clapat.ro/themes/montoya/images/projects/chair04.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/chair04.jpg	(from http://clapat.ro/themes/montoya/project06.html)
00:04:14	101883/101883	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:36:20%20GMT	http://clapat.ro/themes/montoya/images/projects/fold03.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/fold03.jpg	(from http://clapat.ro/themes/montoya/project07.html)
00:04:22	193729/193729	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:36:16%20GMT	http://clapat.ro/themes/montoya/images/projects/fold02.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/fold02.jpg	(from http://clapat.ro/themes/montoya/project07.html)
00:04:26	123023/123023	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:36:24%20GMT	http://clapat.ro/themes/montoya/images/projects/fold04.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/fold04.jpg	(from http://clapat.ro/themes/montoya/project07.html)
00:04:30	96583/96583	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:36:02%20GMT	http://clapat.ro/themes/montoya/images/projects/enclosure01.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/enclosure01.jpg	(from http://clapat.ro/themes/montoya/project08.html)
00:04:31	57777/57777	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:36:06%20GMT	http://clapat.ro/themes/montoya/images/projects/enclosure02.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/enclosure02.jpg	(from http://clapat.ro/themes/montoya/project08.html)
00:04:35	82571/82571	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2007:36:09%20GMT	http://clapat.ro/themes/montoya/images/projects/enclosure03.jpg	D:/Vini/clapat.ro/themes/montoya/images/projects/enclosure03.jpg	(from http://clapat.ro/themes/montoya/project08.html)
00:05:25	8130829/8130829	---M--	200	added ('OK')	video/mp4	date:Mon,%2005%20Jun%202023%2015:17:10%20GMT	http://clapat.ro/themes/montoya/images/about.mp4	D:/Vini/clapat.ro/themes/montoya/images/about.mp4	(from http://clapat.ro/themes/montoya/about.html)
